"","dateRep","day","month","year","cases","deaths","countriesAndTerritories","geoId","countryterritoryCode","popData2018"
"3548","02/03/2020",2,3,2020,0,0,"Estonia","EE","EST",1320884
"3549","01/03/2020",1,3,2020,0,0,"Estonia","EE","EST",1320884
"3550","29/02/2020",29,2,2020,0,0,"Estonia","EE","EST",1320884
"3551","28/02/2020",28,2,2020,1,0,"Estonia","EE","EST",1320884
"3552","27/02/2020",27,2,2020,0,0,"Estonia","EE","EST",1320884
"3553","26/02/2020",26,2,2020,0,0,"Estonia","EE","EST",1320884
"3554","25/02/2020",25,2,2020,0,0,"Estonia","EE","EST",1320884
"3555","24/02/2020",24,2,2020,0,0,"Estonia","EE","EST",1320884
"3556","23/02/2020",23,2,2020,0,0,"Estonia","EE","EST",1320884
"3557","22/02/2020",22,2,2020,0,0,"Estonia","EE","EST",1320884
"3558","21/02/2020",21,2,2020,0,0,"Estonia","EE","EST",1320884
"3559","20/02/2020",20,2,2020,0,0,"Estonia","EE","EST",1320884
"3560","19/02/2020",19,2,2020,0,0,"Estonia","EE","EST",1320884
"3561","18/02/2020",18,2,2020,0,0,"Estonia","EE","EST",1320884
"3562","17/02/2020",17,2,2020,0,0,"Estonia","EE","EST",1320884
"3563","16/02/2020",16,2,2020,0,0,"Estonia","EE","EST",1320884
"3564","15/02/2020",15,2,2020,0,0,"Estonia","EE","EST",1320884
"3565","14/02/2020",14,2,2020,0,0,"Estonia","EE","EST",1320884
"3566","13/02/2020",13,2,2020,0,0,"Estonia","EE","EST",1320884
"3567","12/02/2020",12,2,2020,0,0,"Estonia","EE","EST",1320884
"3568","11/02/2020",11,2,2020,0,0,"Estonia","EE","EST",1320884
"3569","10/02/2020",10,2,2020,0,0,"Estonia","EE","EST",1320884
"3570","09/02/2020",9,2,2020,0,0,"Estonia","EE","EST",1320884
"3571","08/02/2020",8,2,2020,0,0,"Estonia","EE","EST",1320884
"3572","07/02/2020",7,2,2020,0,0,"Estonia","EE","EST",1320884
"3573","06/02/2020",6,2,2020,0,0,"Estonia","EE","EST",1320884
"3574","05/02/2020",5,2,2020,0,0,"Estonia","EE","EST",1320884
"3575","04/02/2020",4,2,2020,0,0,"Estonia","EE","EST",1320884
"3576","03/02/2020",3,2,2020,0,0,"Estonia","EE","EST",1320884
"3577","02/02/2020",2,2,2020,0,0,"Estonia","EE","EST",1320884
"3578","01/02/2020",1,2,2020,0,0,"Estonia","EE","EST",1320884
"3579","31/01/2020",31,1,2020,0,0,"Estonia","EE","EST",1320884
"3580","30/01/2020",30,1,2020,0,0,"Estonia","EE","EST",1320884
"3581","29/01/2020",29,1,2020,0,0,"Estonia","EE","EST",1320884
"3582","28/01/2020",28,1,2020,0,0,"Estonia","EE","EST",1320884
"3583","27/01/2020",27,1,2020,0,0,"Estonia","EE","EST",1320884
"3584","26/01/2020",26,1,2020,0,0,"Estonia","EE","EST",1320884
"3585","25/01/2020",25,1,2020,0,0,"Estonia","EE","EST",1320884
"3586","24/01/2020",24,1,2020,0,0,"Estonia","EE","EST",1320884
"3587","23/01/2020",23,1,2020,0,0,"Estonia","EE","EST",1320884
"3588","22/01/2020",22,1,2020,0,0,"Estonia","EE","EST",1320884
"3589","21/01/2020",21,1,2020,0,0,"Estonia","EE","EST",1320884
"3590","20/01/2020",20,1,2020,0,0,"Estonia","EE","EST",1320884
"3591","19/01/2020",19,1,2020,0,0,"Estonia","EE","EST",1320884
"3592","18/01/2020",18,1,2020,0,0,"Estonia","EE","EST",1320884
"3593","17/01/2020",17,1,2020,0,0,"Estonia","EE","EST",1320884
"3594","16/01/2020",16,1,2020,0,0,"Estonia","EE","EST",1320884
"3595","15/01/2020",15,1,2020,0,0,"Estonia","EE","EST",1320884
"3596","14/01/2020",14,1,2020,0,0,"Estonia","EE","EST",1320884
"3597","13/01/2020",13,1,2020,0,0,"Estonia","EE","EST",1320884
"3598","12/01/2020",12,1,2020,0,0,"Estonia","EE","EST",1320884
"3599","11/01/2020",11,1,2020,0,0,"Estonia","EE","EST",1320884
"3600","10/01/2020",10,1,2020,0,0,"Estonia","EE","EST",1320884
"3601","09/01/2020",9,1,2020,0,0,"Estonia","EE","EST",1320884
"3602","08/01/2020",8,1,2020,0,0,"Estonia","EE","EST",1320884
"3603","07/01/2020",7,1,2020,0,0,"Estonia","EE","EST",1320884
"3604","06/01/2020",6,1,2020,0,0,"Estonia","EE","EST",1320884
"3605","05/01/2020",5,1,2020,0,0,"Estonia","EE","EST",1320884
"3606","04/01/2020",4,1,2020,0,0,"Estonia","EE","EST",1320884
"3607","03/01/2020",3,1,2020,0,0,"Estonia","EE","EST",1320884
"3608","02/01/2020",2,1,2020,0,0,"Estonia","EE","EST",1320884
"3609","01/01/2020",1,1,2020,0,0,"Estonia","EE","EST",1320884
"3610","31/12/2019",31,12,2019,0,0,"Estonia","EE","EST",1320884
"3611","19/04/2020",19,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3612","18/04/2020",18,4,2020,3,1,"Eswatini","SZ","SWZ",1367000
"3613","17/04/2020",17,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3614","16/04/2020",16,4,2020,1,0,"Eswatini","SZ","SWZ",1367000
"3615","15/04/2020",15,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3616","14/04/2020",14,4,2020,1,0,"Eswatini","SZ","SWZ",1367000
"3617","13/04/2020",13,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3618","12/04/2020",12,4,2020,2,0,"Eswatini","SZ","SWZ",1367000
"3619","11/04/2020",11,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3620","10/04/2020",10,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3621","09/04/2020",9,4,2020,2,0,"Eswatini","SZ","SWZ",1367000
"3622","08/04/2020",8,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3623","07/04/2020",7,4,2020,1,0,"Eswatini","SZ","SWZ",1367000
"3624","06/04/2020",6,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3625","05/04/2020",5,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3626","04/04/2020",4,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3627","03/04/2020",3,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3628","02/04/2020",2,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3629","01/04/2020",1,4,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3630","31/03/2020",31,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3631","30/03/2020",30,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3632","29/03/2020",29,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3633","28/03/2020",28,3,2020,3,0,"Eswatini","SZ","SWZ",1367000
"3634","27/03/2020",27,3,2020,2,0,"Eswatini","SZ","SWZ",1367000
"3635","26/03/2020",26,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3636","25/03/2020",25,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3637","24/03/2020",24,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3638","23/03/2020",23,3,2020,3,0,"Eswatini","SZ","SWZ",1367000
"3639","22/03/2020",22,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3640","21/03/2020",21,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3641","20/03/2020",20,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3642","19/03/2020",19,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3643","18/03/2020",18,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3644","17/03/2020",17,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3645","16/03/2020",16,3,2020,0,0,"Eswatini","SZ","SWZ",1367000
"3646","15/03/2020",15,3,2020,1,0,"Eswatini","SZ","SWZ",1367000
"3647","19/04/2020",19,4,2020,9,0,"Ethiopia","ET","ETH",109224559
"3648","18/04/2020",18,4,2020,4,0,"Ethiopia","ET","ETH",109224559
"3649","17/04/2020",17,4,2020,7,0,"Ethiopia","ET","ETH",109224559
"3650","16/04/2020",16,4,2020,3,0,"Ethiopia","ET","ETH",109224559
"3651","15/04/2020",15,4,2020,8,0,"Ethiopia","ET","ETH",109224559
"3652","14/04/2020",14,4,2020,3,0,"Ethiopia","ET","ETH",109224559
"3653","13/04/2020",13,4,2020,2,0,"Ethiopia","ET","ETH",109224559
"3654","12/04/2020",12,4,2020,4,1,"Ethiopia","ET","ETH",109224559
"3655","11/04/2020",11,4,2020,9,0,"Ethiopia","ET","ETH",109224559
"3656","10/04/2020",10,4,2020,1,0,"Ethiopia","ET","ETH",109224559
"3657","09/04/2020",9,4,2020,3,0,"Ethiopia","ET","ETH",109224559
"3658","08/04/2020",8,4,2020,8,0,"Ethiopia","ET","ETH",109224559
"3659","07/04/2020",7,4,2020,1,0,"Ethiopia","ET","ETH",109224559
"3660","06/04/2020",6,4,2020,5,2,"Ethiopia","ET","ETH",109224559
"3661","05/04/2020",5,4,2020,3,0,"Ethiopia","ET","ETH",109224559
"3662","04/04/2020",4,4,2020,6,0,"Ethiopia","ET","ETH",109224559
"3663","03/04/2020",3,4,2020,0,0,"Ethiopia","ET","ETH",109224559
"3664","02/04/2020",2,4,2020,4,0,"Ethiopia","ET","ETH",109224559
"3665","01/04/2020",1,4,2020,2,0,"Ethiopia","ET","ETH",109224559
"3666","31/03/2020",31,3,2020,7,0,"Ethiopia","ET","ETH",109224559
"3667","30/03/2020",30,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3668","29/03/2020",29,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3669","28/03/2020",28,3,2020,4,0,"Ethiopia","ET","ETH",109224559
"3670","27/03/2020",27,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3671","26/03/2020",26,3,2020,1,0,"Ethiopia","ET","ETH",109224559
"3672","25/03/2020",25,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3673","24/03/2020",24,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3674","23/03/2020",23,3,2020,2,0,"Ethiopia","ET","ETH",109224559
"3675","22/03/2020",22,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3676","21/03/2020",21,3,2020,2,0,"Ethiopia","ET","ETH",109224559
"3677","20/03/2020",20,3,2020,1,0,"Ethiopia","ET","ETH",109224559
"3678","19/03/2020",19,3,2020,1,0,"Ethiopia","ET","ETH",109224559
"3679","18/03/2020",18,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3680","17/03/2020",17,3,2020,1,0,"Ethiopia","ET","ETH",109224559
"3681","16/03/2020",16,3,2020,3,0,"Ethiopia","ET","ETH",109224559
"3682","15/03/2020",15,3,2020,0,0,"Ethiopia","ET","ETH",109224559
"3683","14/03/2020",14,3,2020,1,0,"Ethiopia","ET","ETH",109224559
"3684","19/04/2020",19,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3685","18/04/2020",18,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3686","17/04/2020",17,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3687","16/04/2020",16,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3688","15/04/2020",15,4,2020,6,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3689","14/04/2020",14,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3690","13/04/2020",13,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3691","12/04/2020",12,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3692","11/04/2020",11,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3693","10/04/2020",10,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3694","09/04/2020",9,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3695","08/04/2020",8,4,2020,3,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3696","07/04/2020",7,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3697","06/04/2020",6,4,2020,1,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3698","05/04/2020",5,4,2020,0,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3699","04/04/2020",4,4,2020,1,0,"Falkland_Islands_(Malvinas)","FK",NA,NA
"3700","19/04/2020",19,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3701","18/04/2020",18,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3702","17/04/2020",17,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3703","16/04/2020",16,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3704","15/04/2020",15,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3705","14/04/2020",14,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3706","13/04/2020",13,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3707","12/04/2020",12,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3708","11/04/2020",11,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3709","10/04/2020",10,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3710","09/04/2020",9,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3711","08/04/2020",8,4,2020,1,0,"Faroe_Islands","FO","FRO",48497
"3712","07/04/2020",7,4,2020,2,0,"Faroe_Islands","FO","FRO",48497
"3713","06/04/2020",6,4,2020,0,0,"Faroe_Islands","FO","FRO",48497
"3714","05/04/2020",5,4,2020,2,0,"Faroe_Islands","FO","FRO",48497
"3715","04/04/2020",4,4,2020,2,0,"Faroe_Islands","FO","FRO",48497
"3716","03/04/2020",3,4,2020,4,0,"Faroe_Islands","FO","FRO",48497
"3717","02/04/2020",2,4,2020,4,0,"Faroe_Islands","FO","FRO",48497
"3718","01/04/2020",1,4,2020,1,0,"Faroe_Islands","FO","FRO",48497
"3719","31/03/2020",31,3,2020,9,0,"Faroe_Islands","FO","FRO",48497
"3720","30/03/2020",30,3,2020,4,0,"Faroe_Islands","FO","FRO",48497
"3721","29/03/2020",29,3,2020,11,0,"Faroe_Islands","FO","FRO",48497
"3722","28/03/2020",28,3,2020,4,0,"Faroe_Islands","FO","FRO",48497
"3723","27/03/2020",27,3,2020,8,0,"Faroe_Islands","FO","FRO",48497
"3724","26/03/2020",26,3,2020,10,0,"Faroe_Islands","FO","FRO",48497
"3725","25/03/2020",25,3,2020,4,0,"Faroe_Islands","FO","FRO",48497
"3726","24/03/2020",24,3,2020,3,0,"Faroe_Islands","FO","FRO",48497
"3727","23/03/2020",23,3,2020,23,0,"Faroe_Islands","FO","FRO",48497
"3728","22/03/2020",22,3,2020,12,0,"Faroe_Islands","FO","FRO",48497
"3729","21/03/2020",21,3,2020,8,0,"Faroe_Islands","FO","FRO",48497
"3730","20/03/2020",20,3,2020,72,0,"Faroe_Islands","FO","FRO",48497
"3731","19/04/2020",19,4,2020,0,0,"Fiji","FJ","FJI",883483
"3732","18/04/2020",18,4,2020,0,0,"Fiji","FJ","FJI",883483
"3733","17/04/2020",17,4,2020,1,0,"Fiji","FJ","FJI",883483
"3734","16/04/2020",16,4,2020,0,0,"Fiji","FJ","FJI",883483
"3735","15/04/2020",15,4,2020,0,0,"Fiji","FJ","FJI",883483
"3736","14/04/2020",14,4,2020,0,0,"Fiji","FJ","FJI",883483
"3737","13/04/2020",13,4,2020,0,0,"Fiji","FJ","FJI",883483
"3738","12/04/2020",12,4,2020,0,0,"Fiji","FJ","FJI",883483
"3739","11/04/2020",11,4,2020,1,0,"Fiji","FJ","FJI",883483
"3740","10/04/2020",10,4,2020,0,0,"Fiji","FJ","FJI",883483
"3741","09/04/2020",9,4,2020,0,0,"Fiji","FJ","FJI",883483
"3742","08/04/2020",8,4,2020,1,0,"Fiji","FJ","FJI",883483
"3743","07/04/2020",7,4,2020,0,0,"Fiji","FJ","FJI",883483
"3744","06/04/2020",6,4,2020,2,0,"Fiji","FJ","FJI",883483
"3745","05/04/2020",5,4,2020,0,0,"Fiji","FJ","FJI",883483
"3746","04/04/2020",4,4,2020,5,0,"Fiji","FJ","FJI",883483
"3747","03/04/2020",3,4,2020,0,0,"Fiji","FJ","FJI",883483
"3748","02/04/2020",2,4,2020,2,0,"Fiji","FJ","FJI",883483
"3749","01/04/2020",1,4,2020,0,0,"Fiji","FJ","FJI",883483
"3750","31/03/2020",31,3,2020,0,0,"Fiji","FJ","FJI",883483
"3751","30/03/2020",30,3,2020,0,0,"Fiji","FJ","FJI",883483
"3752","29/03/2020",29,3,2020,0,0,"Fiji","FJ","FJI",883483
"3753","28/03/2020",28,3,2020,0,0,"Fiji","FJ","FJI",883483
"3754","27/03/2020",27,3,2020,0,0,"Fiji","FJ","FJI",883483
"3755","26/03/2020",26,3,2020,0,0,"Fiji","FJ","FJI",883483
"3756","25/03/2020",25,3,2020,1,0,"Fiji","FJ","FJI",883483
"3757","24/03/2020",24,3,2020,1,0,"Fiji","FJ","FJI",883483
"3758","23/03/2020",23,3,2020,1,0,"Fiji","FJ","FJI",883483
"3759","22/03/2020",22,3,2020,1,0,"Fiji","FJ","FJI",883483
"3760","21/03/2020",21,3,2020,0,0,"Fiji","FJ","FJI",883483
"3761","20/03/2020",20,3,2020,1,0,"Fiji","FJ","FJI",883483
"3762","19/04/2020",19,4,2020,192,8,"Finland","FI","FIN",5518050
"3763","18/04/2020",18,4,2020,120,7,"Finland","FI","FIN",5518050
"3764","17/04/2020",17,4,2020,132,3,"Finland","FI","FIN",5518050
"3765","16/04/2020",16,4,2020,76,8,"Finland","FI","FIN",5518050
"3766","15/04/2020",15,4,2020,97,5,"Finland","FI","FIN",5518050
"3767","14/04/2020",14,4,2020,90,3,"Finland","FI","FIN",5518050
"3768","13/04/2020",13,4,2020,69,7,"Finland","FI","FIN",5518050
"3769","12/04/2020",12,4,2020,136,1,"Finland","FI","FIN",5518050
"3770","11/04/2020",11,4,2020,164,6,"Finland","FI","FIN",5518050
"3771","10/04/2020",10,4,2020,118,2,"Finland","FI","FIN",5518050
"3772","09/04/2020",9,4,2020,179,6,"Finland","FI","FIN",5518050
"3773","08/04/2020",8,4,2020,132,7,"Finland","FI","FIN",5518050
"3774","07/04/2020",7,4,2020,249,0,"Finland","FI","FIN",5518050
"3775","06/04/2020",6,4,2020,45,2,"Finland","FI","FIN",5518050
"3776","05/04/2020",5,4,2020,267,5,"Finland","FI","FIN",5518050
"3777","04/04/2020",4,4,2020,97,1,"Finland","FI","FIN",5518050
"3778","03/04/2020",3,4,2020,72,2,"Finland","FI","FIN",5518050
"3779","02/04/2020",2,4,2020,62,0,"Finland","FI","FIN",5518050
"3780","01/04/2020",1,4,2020,71,4,"Finland","FI","FIN",5518050
"3781","31/03/2020",31,3,2020,95,2,"Finland","FI","FIN",5518050
"3782","30/03/2020",30,3,2020,0,2,"Finland","FI","FIN",5518050
"3783","29/03/2020",29,3,2020,193,2,"Finland","FI","FIN",5518050
"3784","28/03/2020",28,3,2020,67,3,"Finland","FI","FIN",5518050
"3785","27/03/2020",27,3,2020,78,1,"Finland","FI","FIN",5518050
"3786","26/03/2020",26,3,2020,88,2,"Finland","FI","FIN",5518050
"3787","25/03/2020",25,3,2020,92,0,"Finland","FI","FIN",5518050
"3788","24/03/2020",24,3,2020,74,0,"Finland","FI","FIN",5518050
"3789","23/03/2020",23,3,2020,105,0,"Finland","FI","FIN",5518050
"3790","22/03/2020",22,3,2020,71,1,"Finland","FI","FIN",5518050
"3791","21/03/2020",21,3,2020,50,0,"Finland","FI","FIN",5518050
"3792","20/03/2020",20,3,2020,31,0,"Finland","FI","FIN",5518050
"3793","19/03/2020",19,3,2020,50,0,"Finland","FI","FIN",5518050
"3794","18/03/2020",18,3,2020,47,0,"Finland","FI","FIN",5518050
"3795","17/03/2020",17,3,2020,5,0,"Finland","FI","FIN",5518050
"3796","16/03/2020",16,3,2020,57,0,"Finland","FI","FIN",5518050
"3797","15/03/2020",15,3,2020,27,0,"Finland","FI","FIN",5518050
"3798","14/03/2020",14,3,2020,28,0,"Finland","FI","FIN",5518050
"3799","13/03/2020",13,3,2020,96,0,"Finland","FI","FIN",5518050
"3800","12/03/2020",12,3,2020,19,0,"Finland","FI","FIN",5518050
"3801","10/03/2020",10,3,2020,10,0,"Finland","FI","FIN",5518050
"3802","09/03/2020",9,3,2020,11,0,"Finland","FI","FIN",5518050
"3803","07/03/2020",7,3,2020,7,0,"Finland","FI","FIN",5518050
"3804","06/03/2020",6,3,2020,5,0,"Finland","FI","FIN",5518050
"3805","04/03/2020",4,3,2020,1,0,"Finland","FI","FIN",5518050
"3806","02/03/2020",2,3,2020,3,0,"Finland","FI","FIN",5518050
"3807","01/03/2020",1,3,2020,0,0,"Finland","FI","FIN",5518050
"3808","29/02/2020",29,2,2020,1,0,"Finland","FI","FIN",5518050
"3809","28/02/2020",28,2,2020,0,0,"Finland","FI","FIN",5518050
"3810","27/02/2020",27,2,2020,1,0,"Finland","FI","FIN",5518050
"3811","26/02/2020",26,2,2020,0,0,"Finland","FI","FIN",5518050
"3812","25/02/2020",25,2,2020,0,0,"Finland","FI","FIN",5518050
"3813","24/02/2020",24,2,2020,0,0,"Finland","FI","FIN",5518050
"3814","23/02/2020",23,2,2020,0,0,"Finland","FI","FIN",5518050
"3815","22/02/2020",22,2,2020,0,0,"Finland","FI","FIN",5518050
"3816","21/02/2020",21,2,2020,0,0,"Finland","FI","FIN",5518050
"3817","20/02/2020",20,2,2020,0,0,"Finland","FI","FIN",5518050
"3818","19/02/2020",19,2,2020,0,0,"Finland","FI","FIN",5518050
"3819","18/02/2020",18,2,2020,0,0,"Finland","FI","FIN",5518050
"3820","17/02/2020",17,2,2020,0,0,"Finland","FI","FIN",5518050
"3821","16/02/2020",16,2,2020,0,0,"Finland","FI","FIN",5518050
"3822","15/02/2020",15,2,2020,0,0,"Finland","FI","FIN",5518050
"3823","14/02/2020",14,2,2020,0,0,"Finland","FI","FIN",5518050
"3824","13/02/2020",13,2,2020,0,0,"Finland","FI","FIN",5518050
"3825","12/02/2020",12,2,2020,0,0,"Finland","FI","FIN",5518050
"3826","11/02/2020",11,2,2020,0,0,"Finland","FI","FIN",5518050
"3827","10/02/2020",10,2,2020,0,0,"Finland","FI","FIN",5518050
"3828","09/02/2020",9,2,2020,0,0,"Finland","FI","FIN",5518050
"3829","08/02/2020",8,2,2020,0,0,"Finland","FI","FIN",5518050
"3830","07/02/2020",7,2,2020,0,0,"Finland","FI","FIN",5518050
"3831","06/02/2020",6,2,2020,0,0,"Finland","FI","FIN",5518050
"3832","05/02/2020",5,2,2020,0,0,"Finland","FI","FIN",5518050
"3833","04/02/2020",4,2,2020,0,0,"Finland","FI","FIN",5518050
"3834","03/02/2020",3,2,2020,0,0,"Finland","FI","FIN",5518050
"3835","02/02/2020",2,2,2020,0,0,"Finland","FI","FIN",5518050
"3836","01/02/2020",1,2,2020,0,0,"Finland","FI","FIN",5518050
"3837","31/01/2020",31,1,2020,0,0,"Finland","FI","FIN",5518050
"3838","30/01/2020",30,1,2020,1,0,"Finland","FI","FIN",5518050
"3839","29/01/2020",29,1,2020,0,0,"Finland","FI","FIN",5518050
"3840","28/01/2020",28,1,2020,0,0,"Finland","FI","FIN",5518050
"3841","27/01/2020",27,1,2020,0,0,"Finland","FI","FIN",5518050
"3842","26/01/2020",26,1,2020,0,0,"Finland","FI","FIN",5518050
"3843","25/01/2020",25,1,2020,0,0,"Finland","FI","FIN",5518050
"3844","24/01/2020",24,1,2020,0,0,"Finland","FI","FIN",5518050
"3845","23/01/2020",23,1,2020,0,0,"Finland","FI","FIN",5518050
"3846","22/01/2020",22,1,2020,0,0,"Finland","FI","FIN",5518050
"3847","21/01/2020",21,1,2020,0,0,"Finland","FI","FIN",5518050
"3848","20/01/2020",20,1,2020,0,0,"Finland","FI","FIN",5518050
"3849","19/01/2020",19,1,2020,0,0,"Finland","FI","FIN",5518050
"3850","18/01/2020",18,1,2020,0,0,"Finland","FI","FIN",5518050
"3851","17/01/2020",17,1,2020,0,0,"Finland","FI","FIN",5518050
"3852","16/01/2020",16,1,2020,0,0,"Finland","FI","FIN",5518050
"3853","15/01/2020",15,1,2020,0,0,"Finland","FI","FIN",5518050
"3854","14/01/2020",14,1,2020,0,0,"Finland","FI","FIN",5518050
"3855","13/01/2020",13,1,2020,0,0,"Finland","FI","FIN",5518050
"3856","12/01/2020",12,1,2020,0,0,"Finland","FI","FIN",5518050
"3857","11/01/2020",11,1,2020,0,0,"Finland","FI","FIN",5518050
"3858","10/01/2020",10,1,2020,0,0,"Finland","FI","FIN",5518050
"3859","09/01/2020",9,1,2020,0,0,"Finland","FI","FIN",5518050
"3860","08/01/2020",8,1,2020,0,0,"Finland","FI","FIN",5518050
"3861","07/01/2020",7,1,2020,0,0,"Finland","FI","FIN",5518050
"3862","06/01/2020",6,1,2020,0,0,"Finland","FI","FIN",5518050
"3863","05/01/2020",5,1,2020,0,0,"Finland","FI","FIN",5518050
"3864","04/01/2020",4,1,2020,0,0,"Finland","FI","FIN",5518050
"3865","03/01/2020",3,1,2020,0,0,"Finland","FI","FIN",5518050
"3866","02/01/2020",2,1,2020,0,0,"Finland","FI","FIN",5518050
"3867","01/01/2020",1,1,2020,0,0,"Finland","FI","FIN",5518050
"3868","31/12/2019",31,12,2019,0,0,"Finland","FI","FIN",5518050
"3869","19/04/2020",19,4,2020,2569,642,"France","FR","FRA",66987244
"3870","18/04/2020",18,4,2020,405,761,"France","FR","FRA",66987244
"3871","17/04/2020",17,4,2020,2641,753,"France","FR","FRA",66987244
"3872","16/04/2020",16,4,2020,2633,1438,"France","FR","FRA",66987244
"3873","15/04/2020",15,4,2020,5497,762,"France","FR","FRA",66987244
"3874","14/04/2020",14,4,2020,2673,574,"France","FR","FRA",66987244
"3875","13/04/2020",13,4,2020,1613,561,"France","FR","FRA",66987244
"3876","12/04/2020",12,4,2020,3114,635,"France","FR","FRA",66987244
"3877","11/04/2020",11,4,2020,4342,987,"France","FR","FRA",66987244
"3878","10/04/2020",10,4,2020,4286,1341,"France","FR","FRA",66987244
"3879","09/04/2020",9,4,2020,3881,541,"France","FR","FRA",66987244
"3880","08/04/2020",8,4,2020,3777,1417,"France","FR","FRA",66987244
"3881","07/04/2020",7,4,2020,3912,833,"France","FR","FRA",66987244
"3882","06/04/2020",6,4,2020,1873,518,"France","FR","FRA",66987244
"3883","05/04/2020",5,4,2020,4267,1053,"France","FR","FRA",66987244
"3884","04/04/2020",4,4,2020,5233,2004,"France","FR","FRA",66987244
"3885","03/04/2020",3,4,2020,2116,471,"France","FR","FRA",66987244
"3886","02/04/2020",2,4,2020,4861,509,"France","FR","FRA",66987244
"3887","01/04/2020",1,4,2020,7578,499,"France","FR","FRA",66987244
"3888","31/03/2020",31,3,2020,4376,418,"France","FR","FRA",66987244
"3889","30/03/2020",30,3,2020,2599,292,"France","FR","FRA",66987244
"3890","29/03/2020",29,3,2020,4611,319,"France","FR","FRA",66987244
"3891","28/03/2020",28,3,2020,3809,299,"France","FR","FRA",66987244
"3892","27/03/2020",27,3,2020,3922,365,"France","FR","FRA",66987244
"3893","26/03/2020",26,3,2020,2931,231,"France","FR","FRA",66987244
"3894","25/03/2020",25,3,2020,2446,240,"France","FR","FRA",66987244
"3895","24/03/2020",24,3,2020,3838,186,"France","FR","FRA",66987244
"3896","23/03/2020",23,3,2020,1559,112,"France","FR","FRA",66987244
"3897","22/03/2020",22,3,2020,1847,112,"France","FR","FRA",66987244
"3898","21/03/2020",21,3,2020,1617,78,"France","FR","FRA",66987244
"3899","20/03/2020",20,3,2020,1861,128,"France","FR","FRA",66987244
